state;Counter
Completed;1452
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1453
None;1454
None;1455
99125702;1456
RI;1457
04-Water(NPS)-05;1458
23756;1459
Middletown: Slate Hill Farm Stormwater Retrofit;1460
2004;1461
$14,402;1462
$0;1463
$0;1464
$0;1465
$0;1466
$0;1467
$0;1468
$40,000;1469
$0;1470
$0;1471
$54,402;1472
None;1473
Y;1474
01090004;1475
010900040911;1476
Sedimentation-Siltation,Phosphorus,Nitrogen;1477
None;1478
None;1479
None;1480
N;1481
08/01/2006;1482
Completed;1483
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1484
None;1485
None;1486
99125702;1487
statewide_ind;Counter
RI;1488
04-Water(NPS)-05;1489
23756;1490
Middletown: Slate Hill Farm Stormwater Retrofit;1491
2004;1492
$14,402;1493
$0;1494
$0;1495
$0;1496
$0;1497
$0;1498
$0;1499
$40,000;1500
$0;1501
$0;1502
$54,402;1503
None;1504
Y;1505
01090004;1506
010900040911;1507
Sedimentation-Siltation,Phosphorus,Nitrogen;1508
None;1509
None;1510
None;1511
N;1512
08/01/2006;1513
Completed;1514
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1515
None;1516
None;1517
99125702;1518
RI;1519
04-Water(NPS)-05;1520
23756;1521
Middletown: Slate Hill Farm Stormwater Retrofit;1522
2004;1523
$14,402;1524
$0;1525
$0;1526
$0;1527
$0;1528
$0;1529
$0;1530
$40,000;1531
$0;1532
$0;1533
$54,402;1534
None;1535
Y;1536
01090004;1537
010900040911;1538
Sedimentation-Siltation,Phosphorus,Nitrogen;1539
None;1540
None;1541
None;1542
N;1543
08/01/2006;1544
Completed;1545
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1546
None;1547
None;1548
99125702;1549
project_start_date;Counter
RI;1550
04-Water(NPS)-05;1551
23756;1552
Middletown: Slate Hill Farm Stormwater Retrofit;1553
2004;1554
$14,402;1555
$0;1556
$0;1557
$0;1558
$0;1559
$0;1560
$0;1561
$40,000;1562
$0;1563
$0;1564
$54,402;1565
None;1566
Y;1567
01090004;1568
010900040911;1569
Sedimentation-Siltation,Phosphorus,Nitrogen;1570
None;1571
None;1572
None;1573
N;1574
08/01/2006;1575
Completed;1576
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1577
None;1578
None;1579
99125702;1580
RI;1581
04-Water(NPS)-05;1582
23756;1583
Middletown: Slate Hill Farm Stormwater Retrofit;1584
2004;1585
$14,402;1586
$0;1587
$0;1588
$0;1589
$0;1590
$0;1591
$0;1592
$40,000;1593
$0;1594
$0;1595
$54,402;1596
None;1597
Y;1598
01090004;1599
010900040911;1600
Sedimentation-Siltation,Phosphorus,Nitrogen;1601
None;1602
None;1603
None;1604
N;1605
08/01/2006;1606
Completed;1607
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1608
None;1609
None;1610
99125702;1611
status;Counter
RI;1612
04-Water(NPS)-05;1613
23756;1614
Middletown: Slate Hill Farm Stormwater Retrofit;1615
2004;1616
$14,402;1617
$0;1618
$0;1619
$0;1620
$0;1621
$0;1622
$0;1623
$40,000;1624
$0;1625
$0;1626
$54,402;1627
None;1628
Y;1629
01090004;1630
010900040911;1631
Sedimentation-Siltation,Phosphorus,Nitrogen;1632
None;1633
None;1634
None;1635
N;1636
08/01/2006;1637
Completed;1638
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1639
None;1640
None;1641
99125702;1642
RI;1643
04-Water(NPS)-05;1644
23756;1645
Middletown: Slate Hill Farm Stormwater Retrofit;1646
2004;1647
$14,402;1648
$0;1649
$0;1650
$0;1651
$0;1652
$0;1653
$0;1654
$40,000;1655
$0;1656
$0;1657
$54,402;1658
None;1659
Y;1660
01090004;1661
010900040911;1662
Sedimentation-Siltation,Phosphorus,Nitrogen;1663
None;1664
None;1665
None;1666
N;1667
08/01/2006;1668
Completed;1669
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1670
None;1671
None;1672
99125702;1673
project_link;Counter
RI;1674
04-Water(NPS)-05;1675
23756;1676
Middletown: Slate Hill Farm Stormwater Retrofit;1677
2004;1678
$14,402;1679
$0;1680
$0;1681
$0;1682
$0;1683
$0;1684
$0;1685
$40,000;1686
$0;1687
$0;1688
$54,402;1689
None;1690
Y;1691
01090004;1692
010900040911;1693
Sedimentation-Siltation,Phosphorus,Nitrogen;1694
None;1695
None;1696
None;1697
N;1698
08/01/2006;1699
Completed;1700
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1701
None;1702
None;1703
99125702;1704
RI;1705
04-Water(NPS)-05;1706
23756;1707
Middletown: Slate Hill Farm Stormwater Retrofit;1708
2004;1709
$14,402;1710
$0;1711
$0;1712
$0;1713
$0;1714
$0;1715
$0;1716
$40,000;1717
$0;1718
$0;1719
$54,402;1720
None;1721
Y;1722
01090004;1723
010900040911;1724
Sedimentation-Siltation,Phosphorus,Nitrogen;1725
None;1726
None;1727
None;1728
N;1729
08/01/2006;1730
Completed;1731
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1732
None;1733
None;1734
99125702;1735
ws_protect_ind;Counter
RI;1736
04-Water(NPS)-05;1737
23756;1738
Middletown: Slate Hill Farm Stormwater Retrofit;1739
2004;1740
$14,402;1741
$0;1742
$0;1743
$0;1744
$0;1745
$0;1746
$0;1747
$40,000;1748
$0;1749
$0;1750
$54,402;1751
None;1752
Y;1753
01090004;1754
010900040911;1755
Sedimentation-Siltation,Phosphorus,Nitrogen;1756
None;1757
None;1758
None;1759
N;1760
08/01/2006;1761
Completed;1762
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1763
None;1764
None;1765
99125702;1766
RI;1767
04-Water(NPS)-05;1768
23756;1769
Middletown: Slate Hill Farm Stormwater Retrofit;1770
2004;1771
$14,402;1772
$0;1773
$0;1774
$0;1775
$0;1776
$0;1777
$0;1778
$40,000;1779
$0;1780
$0;1781
$54,402;1782
None;1783
Y;1784
01090004;1785
010900040911;1786
Sedimentation-Siltation,Phosphorus,Nitrogen;1787
None;1788
None;1789
None;1790
N;1791
08/01/2006;1792
Completed;1793
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1794
None;1795
None;1796
99125702;1797
watershed_plans;Counter
RI;1798
04-Water(NPS)-05;1799
23756;1800
Middletown: Slate Hill Farm Stormwater Retrofit;1801
2004;1802
$14,402;1803
$0;1804
$0;1805
$0;1806
$0;1807
$0;1808
$0;1809
$40,000;1810
$0;1811
$0;1812
$54,402;1813
None;1814
Y;1815
01090004;1816
010900040911;1817
Sedimentation-Siltation,Phosphorus,Nitrogen;1818
None;1819
None;1820
None;1821
N;1822
08/01/2006;1823
Completed;1824
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1825
None;1826
None;1827
99125702;1828
RI;1829
04-Water(NPS)-05;1830
23756;1831
Middletown: Slate Hill Farm Stormwater Retrofit;1832
2004;1833
$14,402;1834
$0;1835
$0;1836
$0;1837
$0;1838
$0;1839
$0;1840
$40,000;1841
$0;1842
$0;1843
$54,402;1844
None;1845
Y;1846
01090004;1847
010900040911;1848
Sedimentation-Siltation,Phosphorus,Nitrogen;1849
None;1850
None;1851
None;1852
N;1853
08/01/2006;1854
Completed;1855
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1856
None;1857
None;1858
99125702;1859
grant_no;Counter
RI;1860
04-Water(NPS)-05;1861
23756;1862
Middletown: Slate Hill Farm Stormwater Retrofit;1863
2004;1864
$14,402;1865
$0;1866
$0;1867
$0;1868
$0;1869
$0;1870
$0;1871
$40,000;1872
$0;1873
$0;1874
$54,402;1875
None;1876
Y;1877
01090004;1878
010900040911;1879
Sedimentation-Siltation,Phosphorus,Nitrogen;1880
None;1881
None;1882
None;1883
N;1884
08/01/2006;1885
Completed;1886
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1887
None;1888
None;1889
99125702;1890
RI;1891
04-Water(NPS)-05;1892
23756;1893
Middletown: Slate Hill Farm Stormwater Retrofit;1894
2004;1895
$14,402;1896
$0;1897
$0;1898
$0;1899
$0;1900
$0;1901
$0;1902
$40,000;1903
$0;1904
$0;1905
$54,402;1906
None;1907
Y;1908
01090004;1909
010900040911;1910
Sedimentation-Siltation,Phosphorus,Nitrogen;1911
None;1912
None;1913
None;1914
N;1915
08/01/2006;1916
Completed;1917
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1918
None;1919
None;1920
99125702;1921
